RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
R225057|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||8.3|06/02/2005|13:30|0.3||||||WC|FO|RT|AIR TEMP 85 DEGREES F, CLEAR SKY WITH SCATTERED CLOUDS, S WIND @ 5-10 MPH, BROWNISH GREEN TINT WITH SLIGHT CHALKY TURBIDITY, BANK VEGETATION HEALTHY, OBSERVED MINNOWS, HEAVY SCOURING, STEEP BANK COLLAPSED ON THE RIVER CURVE IMMEDIATELY DOWNSTREAM FROM SAMPLE SITE
R226898|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||449|09/08/2005|12:36|0.33||||||WC|FO|RT|AIR TEMP 90 DEGREES F; PARTLY CLOUDY; E WIND @ 1-3 MPH; WATER COLOR CLEAR WITH SLIGHT CHALKY TURBIDITY; OBSERVED HEALTHY BASS, SUNFISH, MINNOWS AND GAMBUSIA; AQUATIC AND BANK VEGETATION HEALTHY
R228934|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||441|12/15/2005|12:43|0.3||||||WC|FO|RT|AIR TEMP 55 DEGREES F, MOSTLY SUNNY, SE WIND @ 3-5 MPH, WATER COLOR CLEAR, ALGAE
R228934|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|1.2|12/15/2005|12:43|0.3||||||WC|FO|RT|AIR TEMP 55 DEGREES F, MOSTLY SUNNY, SE WIND @ 3-5 MPH, WATER COLOR CLEAR, ALGAE
L109030|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||8.2|04/10/2013|10:20|0.3||||||LC|LC|RT|
L107246|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||18.9|10/01/2012|10:10|0.3||||||LC|LC|RT|
L106689|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||25.6|08/01/2012|10:05|0.3||||||LC|LC|RT|
L109871|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||7.8|08/06/2013|10:19|0.3||||||LC|LC|RT|
L105975|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|0.3|04/12/2012|10:05|0.3||||||LC|LC|RT|
L111521|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||7.1|04/10/2014|10:38|0.3||||||LC|LC|RT|
U112677|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||26.5|06/21/2001|08:20|0.3||||||GS|GS|XR|
10016645|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||17.6|03/08/2007|11:30|0.3||||||WC|FO|RT|
10015564|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||7.8|12/18/2006|11:10|0.15||||||WC|FO|RT|
10015564|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||9.9|12/18/2006|11:10|0.15||||||WC|FO|RT|
10096254|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||8|03/06/2008|13:25|0.2||||||WC|FO|RT|
10096254|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||13.5|03/06/2008|13:25|0.2||||||WC|FO|RT|
10108324|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||7.8|06/03/2008|13:30|0.16||||||WC|FO|RT|Sample site shallow (<1 ft depth) flowing water
L093436|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|0.5|02/02/2009|10:10|0.3||||||LC|LC|RT|
L094003|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||8|04/01/2009|10:15|0.2||||||LC|LC|RT|
L096617|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||466|10/05/2009|10:15|0.3||||||LC|LC|RT|
L096617|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)||1.2|10/05/2009|10:15|0.3||||||LC|LC|RT|
L097569|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||9.7|02/02/2010|10:00|0.3||||||LC|LC|RT|
L097569|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||11|02/02/2010|10:00|0.3||||||LC|LC|RT|
L100611|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|1|10/12/2010|10:15|0.3||||||LC|LC|RT|
L101659|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||2.6|02/03/2011|10:30|0.3||||||LC|LC|RT|
L109029|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||19.1|04/10/2013|10:05|0.3||||||LC|LC|RT|
L103538|1415|17471|LLANO RIVER AT KIMBLE CR 310|00400|PH (STANDARD UNITS)||8|08/04/2011|08:30|0.3||||||LC|LC|RT|
L103538|1415|17471|LLANO RIVER AT KIMBLE CR 310|00300|OXYGEN, DISSOLVED (MG/L)||6.1|08/04/2011|08:30|0.3||||||LC|LC|RT|
L111520|1415|17471|LLANO RIVER AT KIMBLE CR 310|00300|OXYGEN, DISSOLVED (MG/L)||9|04/10/2014|10:12|0.3||||||LC|LC|RT|
L095670|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||425|08/03/2009|09:30|0.3||||||LC|LC|RT|
L095670|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||26.6|08/03/2009|09:30|0.3||||||LC|LC|RT|
L104093|1415|17471|LLANO RIVER AT KIMBLE CR 310|00400|PH (STANDARD UNITS)||8|10/03/2011|10:15|0.3||||||LC|LC|RT|
L101661|1415|17471|LLANO RIVER AT KIMBLE CR 310|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|0.2|02/03/2011|10:45|0.1||||||LC|LC|RT|
L113904|1415|18197|S LLANO R UPSTREAM OF ST PARK|00300|OXYGEN, DISSOLVED (MG/L)||9.9|02/04/2015|09:50|0.3||||||LC|LC|RT|
L113904|1415|18197|S LLANO R UPSTREAM OF ST PARK|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||413|02/04/2015|09:50|0.3||||||LC|LC|RT|
L115461|1415|18197|S LLANO R UPSTREAM OF ST PARK|00300|OXYGEN, DISSOLVED (MG/L)||6.1|08/10/2015|10:06|0.3||||||LC|LC|RT|
14347966|1415|18197|S LLANO R UPSTREAM OF ST PARK|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||17.4|02/19/2014|13:32|0.3||||||WC|FO|RT|
TX02356|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.9|12/04/2012|08:40|0.3||||||TX|TU|RT|Field Parameters
L064996|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00300|OXYGEN, DISSOLVED (MG/L)||7.75|08/06/2001|10:26|0.4||||||LC|LC|RT|
L067369|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||458|12/06/2001|08:46|0.33||||||LC|LC|RT|
L067369|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00300|OXYGEN, DISSOLVED (MG/L)||9.72|12/06/2001|08:46|0.33||||||LC|LC|RT|
L074391|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||323|10/14/2003|09:40|0.33||||||LC|LC|RT|00671 32213 values corrected per DCR 7/1/2004 MDMA
L076231|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.95|04/07/2004|10:14|0.32||||||LC|LC|RT|
L079947|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||18.93|04/06/2005|10:00|0.3||||||LC|LC|RT|
L086032|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||12.6|02/05/2007|10:35|0.3||||||LC|LC|RT|
L089382|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|0.4|08/09/2007|09:35|0.3||||||LC|LC|RT|
L089382|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.9|08/09/2007|09:35|0.3||||||LC|LC|RT|
L091520|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||380|08/04/2008|10:40|0.3||||||LC|LC|RT|
L089574|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||408|04/07/2008|10:30|0.3||||||LC|LC|RT|
L094005|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||8.1|04/01/2009|11:15|0.2||||||LC|LC|RT|
L117732|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||457|04/14/2016|10:54|0.3||||||LC|LC|RT|
L119391|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||24.6|10/18/2016|10:38|0.3||||||LC|LC|RT|
L118522|1415|21548|NORTH LLANO RIVER 75 METERS UPSTREAM OF US 377 IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||29|08/11/2016|11:32|0.3||||||LC|LC|RT|
R200541|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)||0.37|09/11/2001|15:00|0.4||||||WC|FO|RT|PARTLY CLOUDY, 80 DEGREES F AIR TEMP., SLIGHT BREEZE, WATER SLIGHTLY TURBID, MINNOWS OBSERVED SWIMMING, AQUATIC VEGETATION HEALTHY
R202303|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||477|12/05/2001|13:21|0.24||||||WC|FO|RT|OVERCAST SKY, NO WIND, AIR TEMP 70-75 DEGREES F, WATER STRIDER INSECTS,
R204520|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||6.7|06/05/2002|13:15|0.18||||||WC|FO|RT|AIR TEMP. APPROX. 90 DEGREES F, CLOUDY, SLIGHT W BREEZE,  ABUNDANT ALGAE, DEER OBSERVED NEAR SAMPLE SITE, FROGS AND MINNOWS SWIMMING IN WATER
R204520|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|0.06|06/05/2002|13:15|0.18||||||WC|FO|RT|AIR TEMP. APPROX. 90 DEGREES F, CLOUDY, SLIGHT W BREEZE,  ABUNDANT ALGAE, DEER OBSERVED NEAR SAMPLE SITE, FROGS AND MINNOWS SWIMMING IN WATER
R208868|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||6.8|09/23/2002|14:45|0.3||||||WC|FO|RT|CLEAR SKY, AIR TEMP APPROX. 90 DEGREES F, E WIND 3-5 MPH, WATER COLOR CLEAR WITH GREENISH TINT, MATS OF ALGAE ON WATER SURFACE, OBSERVED TURTLES AND INSECTS ONTHE WATER SURFACE
R212522|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||7.3|06/09/2003|14:20|0.3||||||WC|FO|RT|CLEAR SKY, AIR TEMP 95 DEGREES F, ABUNDANT ALGAE GROWTH, WATER CLEAR WITH GREENTINT, BASS AND DARTER SWIMMING, S WIND @ 3-5 MPH
R222451|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||15.4|12/09/2004|12:30|0.3||||||WC|FO|RT|AIR TEMP 65 DEGREES F, SW WIND @ 5-8 MPH, CLEAR WITH SLIGHT CHALKY TURBIDITY, RIVER BED SCOURED, RECENT FLOOD EVENT RESULTED IN APPROX. 10 -15 FT RISE, SAMPLEST
R223782|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||8.1|03/03/2005|13:05|0.3||||||WC|FO|RT|MOSTLY CLEAR SKY, AIR TEMP 65 DEGREES F, S WIND @ 3-5 MPH, WATER COLOR CHALKY TURBIDITY WITH GREEN TINT, MODERATE ALGAE, SCOURED BANKS, OBSERVED SUNFISH AND FRO
R234119|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|1.2|06/08/2006|13:35|0.34||||||WC|FO|RT|AIR TEMP 94 DEGREES F, SCATTERED CLOUDS, LIGHT W BREEZE, WATER COLOR CLEAR WITHLIGHT GREEN TINT, BANK VEGETATION HEALTHY AND ABUNDANT ALGAE, OBSERVED MINNOWS
L106689|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||7.3|08/01/2012|10:05|0.3||||||LC|LC|RT|
L109871|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||28.3|08/06/2013|10:19|0.3||||||LC|LC|RT|
L105975|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||460|04/12/2012|10:05|0.3||||||LC|LC|RT|
L111039|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||8|02/06/2014|09:42|0.3||||||LC|LC|RT|
U112676|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||513|06/13/2001|15:25|0.3||||||GS|GS|XR|
10014840|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||10.5|09/07/2006|11:15|0.26||||||WC|FO|RT|
10014840|1415|17425|N LLANO R UPSTRM LLANO R|00078|TRANSPARENCY, SECCHI DISC (METERS)|>|1.2|09/07/2006|11:15|0.26||||||WC|FO|RT|
10023378|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||7.9|06/06/2007|11:30|0.3||||||WC|FO|RT|
10040971|1415|17425|N LLANO R UPSTRM LLANO R|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||444|09/17/2007|12:00|0.27||||||WC|FO|RT|
10091349|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||9.9|12/11/2007|12:40|0.25||||||WC|FO|RT|
L092128|1415|17425|N LLANO R UPSTRM LLANO R|00400|PH (STANDARD UNITS)||7.6|10/06/2008|10:05|0.3||||||LC|LC|RT|Metals in water analyzed using EPA 200.8, except codes 01046 and 00925 used EPA 200.7
L096617|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||5.9|10/05/2009|10:15|0.3||||||LC|LC|RT|
L096617|1415|17425|N LLANO R UPSTRM LLANO R|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||24.5|10/05/2009|10:15|0.3||||||LC|LC|RT|
L100611|1415|17425|N LLANO R UPSTRM LLANO R|00300|OXYGEN, DISSOLVED (MG/L)||6.2|10/12/2010|10:15|0.3||||||LC|LC|RT|
L113132|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||423|10/13/2014|08:57|0.3||||||LC|LC|RT|
L113903|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||12.2|02/04/2015|09:05|0.3||||||LC|LC|RT|
L114330|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||436|04/06/2015|09:51|0.3||||||LC|LC|RT|
L108477|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||423|02/07/2013|09:15|0.3||||||LC|LC|RT|
L106688|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||424|08/01/2012|09:35|0.3||||||LC|LC|RT|
L105974|1415|17471|LLANO RIVER AT KIMBLE CR 310|00078|TRANSPARENCY, SECCHI DISC (METERS)||0.76|04/12/2012|09:40|0.3||||||LC|LC|RT|
L111520|1415|17471|LLANO RIVER AT KIMBLE CR 310|00400|PH (STANDARD UNITS)||8|04/10/2014|10:12|0.3||||||LC|LC|RT|
L111520|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||18.8|04/10/2014|10:12|0.3||||||LC|LC|RT|
L096616|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||423|10/05/2009|09:40|0.3||||||LC|LC|RT|
L098216|1415|17471|LLANO RIVER AT KIMBLE CR 310|00300|OXYGEN, DISSOLVED (MG/L)||8|04/01/2010|10:05|0.3||||||LC|LC|RT|
L098216|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||424|04/01/2010|10:05|0.3||||||LC|LC|RT|
L100074|1415|17471|LLANO RIVER AT KIMBLE CR 310|00078|TRANSPARENCY, SECCHI DISC (METERS)||0.54|08/12/2010|09:35|0.3||||||LC|LC|RT|
L100610|1415|17471|LLANO RIVER AT KIMBLE CR 310|00300|OXYGEN, DISSOLVED (MG/L)||7.8|10/12/2010|09:40|0.3||||||LC|LC|RT|
L100610|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||419|10/12/2010|09:40|0.3||||||LC|LC|RT|
L104093|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||22.6|10/03/2011|10:15|0.3||||||LC|LC|RT|
L102253|1415|17471|LLANO RIVER AT KIMBLE CR 310|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||422|04/04/2011|09:50|0.3||||||LC|LC|RT|
L112687|1415|17471|LLANO RIVER AT KIMBLE CR 310|00400|PH (STANDARD UNITS)||7.9|08/18/2014|10:35|0.3||||||LC|LC|RT|
L112687|1415|17471|LLANO RIVER AT KIMBLE CR 310|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||26.6|08/18/2014|10:35|0.3||||||LC|LC|RT|
14427483|1415|18197|S LLANO R UPSTREAM OF ST PARK|00400|PH (STANDARD UNITS)||8|11/19/2013|11:50|0.3||||||WC|FO|RT|
14347966|1415|18197|S LLANO R UPSTREAM OF ST PARK|00400|PH (STANDARD UNITS)||8.2|02/19/2014|13:32|0.3||||||WC|FO|RT|
14347966|1415|18197|S LLANO R UPSTREAM OF ST PARK|00300|OXYGEN, DISSOLVED (MG/L)||9.4|02/19/2014|13:32|0.3||||||WC|FO|RT|
L118521|1415|18197|S LLANO R UPSTREAM OF ST PARK|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||29.5|08/11/2016|10:57|0.3||||||LC|LC|RT|
TX04483|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||26.4|09/20/2014|16:50|0.3||||||TX|TU|RT|Field Parameter
TX04483|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||447|09/20/2014|16:50|0.3||||||TX|TU|RT|Field Parameter
TX04483|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||8.2|09/20/2014|16:50|0.3||||||TX|TU|RT|Field Parameter
TX04115|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.9|06/07/2013|14:30|0.3||||||TX|TU|RT|Field Parameters
TX04279|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||10.3|12/11/2013|09:45|0.3||||||TX|TU|RT|Field Parameters
TX04279|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||481|12/11/2013|09:45|0.3||||||TX|TU|RT|Field Parameters
L064996|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.82|08/06/2001|10:26|0.4||||||LC|LC|RT|
L065573|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||23.12|10/11/2001|09:25|0.1||||||LC|LC|RT|
L071127|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00400|PH (STANDARD UNITS)||7.9|12/17/2002|08:33|0.3||||||LC|LC|RT|
L073296|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00094|SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)||402|08/11/2003|09:04|0.3||||||LC|LC|RT|
L077770|1415|21489|LLANO RIVER 210 M DWNSTRM CONFL IN JUNCTION|00010|TEMPERATURE, WATER (DEGREES CENTIGRADE)||25.15|08/16/2004|10:25|0.33||||||LC|LC|RT|
